type,lastSoldPrice,sqft,stories,beds,baths,baths_full,garage,age,lat,long
single_family,299900.0,2195.0,1.0,3.0,2.0,2.0,2.0,18.0,30.0035,-82.3828
condos,190000.0,1348.0,1.0,3.0,2.0,2.0,0.0,25.0,27.0675,-81.9855
single_family,494500.0,1700.0,1.0,3.0,2.0,2.0,2.0,57.0,30.4564,-87.2104
single_family,615000.0,2178.0,1.0,4.0,3.0,3.0,2.0,6.0,25.4906,-80.438
single_family,2347500.0,2840.0,1.0,4.0,4.0,3.0,3.0,5.0,26.0143,-81.5856
single_family,1000000.0,2952.0,1.0,4.0,3.0,3.0,3.0,11.0,28.3134,-80.7319
single_family,350000.0,1364.0,1.0,2.0,2.0,2.0,1.0,26.0,26.4351,-81.8102
single_family,725000.0,1341.0,1.0,3.0,2.0,2.0,4.0,11.0,25.0865,-80.4473
condos,514478.0,2373.0,1.0,3.0,3.0,2.0,2.0,20.0,26.3626,-81.8183
single_family,1150000.0,4038.0,2.0,3.0,4.0,4.0,2.0,31.0,26.3626,-81.8183
single_family,522000.0,1519.0,1.0,3.0,2.0,2.0,2.0,15.0,26.4722,-81.8122
single_family,775000.0,2000.0,2.0,3.0,3.0,2.0,2.0,38.0,26.1938,-81.7636
townhomes,255000.0,1576.0,2.0,3.0,3.0,2.0,1.0,11.0,27.8633,-82.3499
condos,239000.0,1186.0,1.0,2.0,2.0,2.0,0.0,45.0,26.4543,-80.1346
condos,729000.0,1654.0,1.0,3.0,2.0,2.0,2.0,11.0,26.3304,-81.5871
single_family,680000.0,1823.0,1.0,2.0,2.0,2.0,3.0,22.0,26.5228,-81.7065
condos,685000.0,2512.0,2.0,3.0,3.0,3.0,2.0,20.0,26.0143,-81.5856
single_family,651900.0,2719.0,1.0,3.0,4.0,3.0,3.0,1.0,26.6693,-81.7605
single_family,350000.0,1808.0,1.0,4.0,3.0,3.0,2.0,22.0,27.8411,-82.3698
condos,308500.0,1194.0,1.0,2.0,2.0,2.0,0.0,20.0,26.3304,-81.5871
condos,330000.0,900.0,1.0,1.0,1.0,1.0,0.0,47.0,25.985,-80.1407
single_family,525000.0,2434.0,1.0,4.0,3.0,3.0,3.0,23.0,26.4972,-81.8246
single_family,2925000.0,5468.0,2.0,5.0,4.0,4.0,3.0,40.0,26.2665,-81.7146
condos,3125000.0,3458.0,1.0,4.0,5.0,4.0,2.0,2.0,26.3462,-80.0844
single_family,650000.0,3141.0,2.0,5.0,4.0,4.0,3.0,6.0,28.5423,-81.5911
single_family,316990.0,1459.0,1.0,3.0,2.0,2.0,2.0,0.0,29.9983,-81.7647
single_family,662000.0,2209.0,1.0,4.0,2.0,2.0,3.0,9.0,29.9175,-81.3668
single_family,359990.0,1862.0,1.0,4.0,2.0,2.0,2.0,0.0,29.9983,-81.7647
land,156000.0,975.0,1.0,1.8,1.6,1.6,0.0,51.0,26.7321,-81.434
single_family,1200000.0,2474.0,1.0,4.0,3.0,3.0,2.0,9.0,26.5557,-82.0206
single_family,470000.0,1860.0,1.0,3.0,2.0,2.0,2.0,32.0,29.7964,-81.2649
single_family,585000.0,2270.0,1.0,2.0,2.0,2.0,2.0,10.0,26.4351,-81.8102
townhomes,520000.0,1685.0,2.0,3.0,3.0,2.0,1.0,4.0,30.2835,-86.0305
single_family,1275000.0,2058.0,1.0,4.0,2.0,2.0,2.0,57.0,26.4527,-81.9501
single_family,1280000.0,3208.0,2.0,4.0,5.0,3.0,2.0,23.0,26.6281,-82.0182
single_family,3600000.0,6026.0,2.0,4.0,6.0,4.0,3.0,24.0,26.2823,-81.7573
single_family,875000.0,2666.0,1.0,5.0,4.0,3.0,3.0,5.0,26.5557,-82.0206
single_family,320900.0,2206.0,2.0,4.0,3.0,2.0,2.0,5.0,29.9983,-81.7647
single_family,212000.0,1252.0,1.0,2.0,2.0,2.0,1.0,57.0,28.834,-82.2822
single_family,864900.0,3357.0,2.0,5.0,5.0,4.0,3.0,7.0,26.4351,-81.8102
single_family,995000.0,2327.0,1.0,4.0,3.0,3.0,2.0,49.0,26.6065,-81.9502
single_family,350000.0,2218.0,1.0,3.0,2.0,2.0,2.0,11.0,30.1055,-82.6878
single_family,495000.0,2148.0,1.0,4.0,2.0,2.0,2.0,0.0,27.2625,-80.3793
condos,345000.0,1435.0,1.0,3.0,2.0,2.0,2.0,25.0,27.4978,-82.4101
single_family,330000.0,1516.0,1.0,3.0,2.0,2.0,2.0,20.0,26.6281,-82.0182
single_family,850000.0,3850.0,1.0,4.0,2.0,2.0,2.0,39.0,25.4766,-80.4839
single_family,740000.0,2650.0,1.0,3.0,3.0,3.0,3.0,4.0,26.5228,-81.7065
condos,320000.0,1194.0,1.0,2.0,2.0,2.0,0.0,22.0,26.5824,-81.832
single_family,615000.0,2358.0,2.0,4.0,3.0,3.0,2.0,7.0,28.2061,-80.685
single_family,605000.0,3581.0,2.0,4.0,3.0,3.0,3.0,20.0,30.4735,-81.5448
condos,121000.0,1170.0,3.0,2.0,2.0,2.0,0.0,52.0,25.9921,-80.2712
townhomes,749990.0,2288.0,3.0,4.0,4.0,3.0,2.0,1.0,30.2801,-81.4165
condos,270000.0,1212.0,1.0,2.0,2.0,2.0,0.0,25.0,26.4351,-81.8102
single_family,570000.0,2209.0,1.0,3.0,2.0,2.0,2.0,26.0,26.3168,-80.2753
single_family,415000.0,1920.0,1.0,2.0,2.0,2.0,2.0,10.0,27.09,-82.37
condos,580000.0,2359.0,1.0,3.0,3.0,3.0,2.0,27.0,26.0426,-81.7182
single_family,325000.0,2294.0,1.0,4.0,3.0,3.0,0.0,44.0,26.5228,-81.7065
single_family,350000.0,1560.0,1.0,4.0,2.0,2.0,2.0,6.0,30.4487,-86.6255
single_family,565000.0,2906.0,2.0,5.0,3.0,2.0,2.0,21.0,30.4735,-81.5448
single_family,370000.0,2390.0,1.0,4.0,3.0,3.0,2.0,22.0,30.084,-81.8645
single_family,485000.0,2186.0,1.0,3.0,2.0,2.0,3.0,0.0,29.475,-81.1303
single_family,1450000.0,4115.0,3.0,5.0,4.0,4.0,5.0,10.0,30.3659,-86.2458
single_family,750000.0,1544.0,1.0,3.0,2.0,2.0,2.0,41.0,27.4544,-82.6358
single_family,900000.0,4995.0,2.0,4.0,3.0,3.0,2.0,23.0,26.7357,-81.8435
condos,170000.0,1050.0,1.0,2.0,2.0,2.0,1.0,19.0,30.2787,-81.5831
single_family,1500000.0,3170.0,2.0,5.0,3.0,3.0,2.0,47.0,26.4527,-81.9501
single_family,430000.0,2550.0,1.0,3.0,2.0,2.0,2.0,53.0,26.7357,-81.8435
condos,315000.0,660.0,1.0,1.0,1.0,1.0,1.0,23.0,26.3462,-80.0844
townhomes,515000.0,1685.0,2.0,3.0,3.0,2.0,1.0,4.0,30.2835,-86.0305
condos,815000.0,1688.0,5.0,2.0,2.0,2.0,1.0,45.0,26.9217,-80.077
single_family,620000.0,3042.0,1.0,4.0,3.0,2.0,2.0,54.0,30.4456,-86.5717
single_family,463000.0,1639.0,1.0,3.0,2.0,2.0,2.0,11.0,30.3105,-85.9106
single_family,925000.0,1284.0,1.0,3.0,2.0,2.0,0.0,76.0,25.7539,-80.2253
single_family,385000.0,1600.0,1.0,3.0,2.0,2.0,2.0,0.0,26.6939,-81.9452
single_family,532000.0,2902.0,2.0,5.0,4.0,3.0,2.0,21.0,30.0933,-81.719
single_family,690000.0,2016.0,1.0,3.0,3.0,3.0,2.0,26.0,28.0219,-80.5389
condos,113000.0,814.0,1.0,1.0,2.0,1.0,0.0,54.0,27.1929,-80.2164
condos,615000.0,1618.0,2.0,3.0,2.0,2.0,1.0,29.0,26.2534,-81.7644
condos,299000.0,1437.0,2.0,3.0,2.0,2.0,2.0,34.0,26.4722,-81.8122
single_family,469900.0,2219.0,1.0,4.0,2.0,2.0,2.0,21.0,27.0498,-82.1288
single_family,925000.0,2278.0,1.0,3.0,2.0,2.0,2.0,34.0,26.9827,-82.1412
condos,1425000.0,1709.0,1.0,3.0,2.0,2.0,2.0,18.0,26.7165,-80.0679
condos,976000.0,1729.0,1.0,2.0,2.0,2.0,0.0,57.0,26.4546,-80.0656
condos,217000.0,1146.0,1.0,2.0,2.0,2.0,0.0,34.0,26.1529,-81.7417
single_family,535000.0,2356.0,1.0,3.0,2.0,2.0,2.0,30.0,30.2214,-81.5571
single_family,650000.0,2207.0,1.0,4.0,3.0,3.0,3.0,3.0,28.0691,-80.62
townhomes,327500.0,1875.0,2.0,3.0,3.0,2.0,2.0,20.0,30.1459,-81.5739
single_family,200000.0,1362.0,1.0,3.0,2.0,2.0,0.0,63.0,30.334,-84.287
townhomes,520000.0,1685.0,2.0,3.0,3.0,2.0,1.0,4.0,30.2835,-86.0305
single_family,549900.0,2342.0,1.0,3.0,3.0,2.0,2.0,20.0,30.1055,-82.6878
mobile,185000.0,1512.0,1.0,3.0,2.0,2.0,0.0,29.0,28.4409,-82.4612
condos,165000.0,1256.0,1.0,2.0,2.0,2.0,0.0,39.0,27.4759,-82.6167
single_family,725000.0,3176.0,2.0,5.0,5.0,4.0,3.0,3.0,26.3304,-81.5871
condos,290000.0,1200.0,1.0,2.0,2.0,2.0,0.0,39.0,26.1184,-81.7361
single_family,138000.0,1020.0,1.0,2.0,2.0,2.0,0.0,37.0,26.7357,-81.8435
single_family,675000.0,2234.0,1.0,4.0,3.0,3.0,3.0,11.0,28.3888,-80.7301
single_family,835000.0,2487.0,1.0,4.0,3.0,3.0,2.0,24.0,26.2665,-81.7146
condos,250000.0,1232.0,1.0,2.0,2.0,2.0,0.0,24.0,26.5824,-81.832
condos,240000.0,1411.0,2.0,3.0,2.0,2.0,0.0,31.0,26.0143,-81.5856
single_family,870000.0,2294.0,1.0,3.0,2.0,2.0,2.0,20.0,26.4351,-81.8102
single_family,424900.0,2720.0,1.0,4.0,3.0,3.0,3.0,10.0,28.0452,-81.7325
single_family,570000.0,1562.0,1.0,3.0,2.0,2.0,2.0,71.0,26.6396,-80.0827
single_family,245000.0,1372.0,1.0,3.0,2.0,2.0,0.0,48.0,30.4874,-84.3189
townhomes,124900.0,716.0,1.0,1.0,1.0,1.0,0.0,44.0,30.4874,-84.3189
single_family,1475000.0,1976.0,2.0,3.0,2.0,2.0,4.0,53.0,25.0865,-80.4473
single_family,1350000.0,5218.0,2.0,4.0,3.0,3.0,0.0,28.0,27.4924,-81.4357
single_family,409900.0,1902.0,1.0,3.0,2.0,2.0,2.0,19.0,26.6492,-81.6167
single_family,700000.0,2037.0,1.0,3.0,2.0,2.0,2.0,25.0,26.1529,-81.7417
multi_family,249900.0,1288.0,1.0,2.8,2.4,1.8,0.0,43.0,30.3991,-84.3298
single_family,575000.0,1925.0,1.0,3.0,2.0,2.0,3.0,8.0,26.5557,-82.0206
single_family,213000.0,1148.0,1.0,2.0,2.0,2.0,0.0,39.0,28.834,-82.2822
single_family,465000.0,1214.0,1.0,3.0,2.0,2.0,1.0,67.0,26.0296,-80.2489
single_family,850000.0,2643.0,2.0,3.0,3.0,3.0,0.0,125.0,28.5559,-81.3535
single_family,950000.0,2283.0,1.0,4.0,5.0,4.0,1.0,64.0,26.3481,-80.1104
single_family,360000.0,1808.0,1.0,4.0,3.0,3.0,2.0,23.0,27.8411,-82.3698
single_family,592000.0,2704.0,1.0,4.0,3.0,3.0,3.0,3.0,26.5228,-81.7065
single_family,1575000.0,3688.0,1.0,4.0,4.0,4.0,3.0,5.0,30.1548,-81.63
single_family,725000.0,3212.0,1.0,4.0,3.0,3.0,3.0,9.0,30.6697,-81.4626
condos,405000.0,1669.0,3.0,2.0,2.0,2.0,2.0,24.0,26.1184,-81.7361
condos,1225000.0,1555.0,1.0,3.0,2.0,2.0,0.0,4.0,27.8868,-82.8435
single_family,450000.0,1420.0,2.0,2.0,1.0,1.0,0.0,102.0,28.1091,-80.5787
single_family,1200000.0,2180.0,1.0,3.0,3.0,2.0,2.0,37.0,30.3483,-81.4159
townhomes,555000.0,1787.0,2.0,3.0,3.0,2.0,1.0,5.0,26.3124,-80.1412
single_family,340000.0,1799.0,1.0,4.0,2.0,2.0,2.0,0.0,30.6698,-87.1794
single_family,429900.0,2018.0,1.0,3.0,2.0,2.0,3.0,25.0,28.9295,-82.4892
single_family,364000.0,2160.0,2.0,4.0,4.0,3.0,2.0,19.0,27.2889,-80.298
single_family,410000.0,1852.0,1.0,4.0,2.0,2.0,2.0,7.0,28.6622,-82.5236
single_family,360000.0,1816.0,1.0,2.0,2.0,2.0,2.0,4.0,26.7147,-81.6351
single_family,740000.0,1404.0,1.0,4.0,2.0,2.0,4.0,54.0,25.6992,-80.3618
single_family,660000.0,1908.0,1.0,3.0,2.0,2.0,2.0,37.0,26.1184,-81.7361
condos,260000.0,1375.0,1.0,2.0,2.0,2.0,0.0,26.0,26.5025,-81.9276
single_family,250000.0,1488.0,1.0,4.0,2.0,2.0,0.0,40.0,30.4756,-87.3179
single_family,126400.0,1152.0,1.0,4.0,1.0,1.0,0.0,82.0,30.3415,-81.7358
single_family,330000.0,1700.0,1.0,3.0,2.0,2.0,2.0,1.0,30.7996,-85.2293
single_family,72500.0,2440.0,3.0,4.0,4.0,3.0,1.0,20.0,30.385,-86.3473
single_family,755000.0,3498.0,2.0,6.0,4.0,4.0,3.0,20.0,27.5885,-80.3923
condos,176250.0,1128.0,1.0,2.0,2.0,2.0,0.0,21.0,30.2214,-81.5571
single_family,512000.0,1833.0,1.0,2.0,2.0,2.0,2.0,13.0,26.6693,-81.7605
single_family,990000.0,3811.0,2.0,5.0,4.0,4.0,3.0,21.0,28.5289,-81.4787
single_family,575000.0,1672.0,1.0,4.0,3.0,3.0,2.0,72.0,25.942,-80.2456
single_family,455000.0,1838.0,2.0,4.0,3.0,2.0,2.0,23.0,28.2061,-80.685
condos,2150000.0,1967.0,1.0,3.0,2.0,2.0,0.0,44.0,26.2416,-81.8071
single_family,592500.0,1730.0,1.0,4.0,2.0,2.0,2.0,6.0,27.0813,-80.1509
single_family,420000.0,2096.0,1.0,3.0,2.0,2.0,0.0,44.0,26.5747,-80.0794
townhomes,565000.0,1848.0,2.0,3.0,3.0,2.0,2.0,32.0,26.3481,-80.1104
single_family,541850.0,2794.0,2.0,5.0,4.0,4.0,3.0,0.0,30.4896,-86.1684
single_family,1250000.0,2014.0,1.0,4.0,3.0,2.0,2.0,26.0,25.9388,-81.6968
condos,2300000.0,4068.0,1.0,4.0,5.0,4.0,2.0,23.0,26.3626,-81.8183
townhomes,365000.0,1296.0,2.0,3.0,2.0,2.0,0.0,38.0,27.1656,-80.2916
single_family,235000.0,1036.0,1.0,2.0,2.0,2.0,1.0,41.0,30.6698,-87.1794
condos,290000.0,1380.0,1.0,3.0,2.0,2.0,0.0,21.0,26.5228,-81.7065
single_family,825000.0,2898.0,1.0,3.0,3.0,2.0,2.0,53.0,27.1398,-80.2129
single_family,370000.0,1828.0,1.0,4.0,2.0,2.0,2.0,8.0,26.6939,-81.9452
single_family,525000.0,1766.0,1.0,3.0,2.0,2.0,2.0,62.0,28.1091,-80.5787
single_family,650000.0,1931.0,1.0,3.0,2.0,2.0,2.0,19.0,26.3626,-81.8183
mobile,170000.0,1614.0,1.0,3.0,2.0,2.0,1.0,28.0,29.0531,-82.0375
condos,488500.0,1414.0,1.0,2.0,2.0,2.0,0.0,43.0,27.2356,-80.2277
mobile,56000.0,1008.0,1.0,2.0,2.0,2.0,0.0,39.0,28.072,-81.9609
single_family,385000.0,2175.0,1.0,3.0,2.0,2.0,2.0,29.0,30.7416,-86.7198
single_family,369900.0,1536.0,1.0,3.0,2.0,2.0,2.0,34.0,28.1384,-80.6524
single_family,680000.0,3163.0,2.0,5.0,4.0,4.0,2.0,7.0,28.5423,-81.5911
mobile,66000.0,1104.0,1.0,2.0,2.0,2.0,0.0,51.0,27.8802,-82.7534
single_family,680000.0,1885.0,1.0,5.0,3.0,3.0,1.0,45.0,25.6964,-80.4401
condos,215000.0,1352.0,1.0,2.0,2.0,2.0,1.0,27.0,27.4547,-82.5359
single_family,360000.0,1505.0,1.0,3.0,2.0,2.0,2.0,100.0,30.3172,-81.722
condos,115500.0,792.0,1.0,1.0,1.0,1.0,0.0,50.0,28.0673,-80.678
townhomes,215000.0,1008.0,1.0,2.0,2.0,2.0,0.0,36.0,30.4156,-84.187
single_family,295000.0,1359.0,1.0,3.0,2.0,2.0,2.0,37.0,30.4873,-87.1872
single_family,287000.0,1406.0,1.0,4.0,2.0,2.0,0.0,63.0,26.5936,-81.6619
single_family,550000.0,2444.0,1.0,3.0,3.0,3.0,3.0,1.0,26.4351,-81.8102
condos,186000.0,910.0,1.0,1.0,1.0,1.0,0.0,60.0,27.7456,-82.7516
condos,340000.0,1944.0,1.0,3.0,2.0,2.0,2.0,18.0,26.5681,-81.8736
single_family,270000.0,1574.0,1.0,3.0,2.0,2.0,2.0,20.0,27.0997,-82.2095
single_family,2170000.0,1662.0,2.0,3.0,3.0,3.0,0.0,125.0,24.5552,-81.7816
single_family,345000.0,1453.0,1.0,3.0,2.0,2.0,2.0,48.0,26.6065,-81.9502
condos,205000.0,1128.0,1.0,2.0,2.0,2.0,0.0,42.0,26.5312,-80.1418
mobile,119000.0,862.0,1.0,2.0,1.0,1.0,1.0,57.0,27.1398,-80.2129
single_family,526900.0,2001.0,1.0,3.0,2.0,2.0,2.0,74.0,30.2687,-81.7473
single_family,1145000.0,1911.0,1.0,3.0,2.0,2.0,2.0,13.0,26.3304,-81.5871
single_family,3200000.0,4379.0,1.0,4.0,4.0,4.0,3.0,25.0,26.2534,-81.7644
condos,1395000.0,1514.0,1.0,3.0,2.0,2.0,0.0,55.0,27.3269,-82.5433
condos,215000.0,1104.0,1.0,2.0,2.0,2.0,0.0,20.0,27.4978,-82.4101
single_family,705000.0,2331.0,2.0,4.0,4.0,3.0,2.0,38.0,26.3446,-80.2109
single_family,510000.0,1860.0,1.0,3.0,2.0,2.0,2.0,46.0,26.3464,-80.1564
single_family,375000.0,1544.0,1.0,2.0,2.0,2.0,2.0,5.0,27.1384,-82.4518
single_family,504900.0,3044.0,1.0,5.0,3.0,3.0,2.0,1.0,30.2108,-84.3205
single_family,268000.0,1597.0,1.0,3.0,2.0,2.0,1.0,45.0,26.5312,-80.1418
condos,1400000.0,2248.0,1.0,3.0,3.0,3.0,1.0,22.0,25.9388,-81.6968
single_family,1015000.0,2585.0,1.0,3.0,5.0,3.0,3.0,9.0,26.3304,-81.5871
single_family,564900.0,2013.0,1.0,4.0,3.0,3.0,2.0,2.0,26.6786,-82.0254
single_family,540000.0,1707.0,1.0,3.0,3.0,2.0,2.0,57.0,26.6065,-81.9502
single_family,410000.0,1787.0,1.0,3.0,2.0,2.0,2.0,11.0,28.0691,-80.62
single_family,317000.0,1965.0,1.0,4.0,2.0,2.0,2.0,46.0,28.0691,-80.62
condos,2220000.0,2089.0,1.0,3.0,4.0,3.0,2.0,5.0,25.7907,-80.13
condos,1215000.0,1768.0,1.0,3.0,2.0,2.0,0.0,34.0,26.2416,-81.8071
single_family,890000.0,2531.0,1.0,2.0,3.0,2.0,2.0,6.0,26.3168,-80.2753
condos,305000.0,1222.0,3.0,2.0,2.0,2.0,0.0,51.0,29.9175,-81.3668
single_family,579000.0,1735.0,1.0,4.0,3.0,2.0,2.0,2.0,26.6281,-82.0182
single_family,400000.0,1926.0,1.0,3.0,2.0,2.0,2.0,35.0,28.1384,-80.6524
condos,360000.0,1514.0,1.0,2.0,2.0,2.0,2.0,19.0,27.4841,-82.5834
single_family,365000.0,1876.0,2.0,4.0,2.0,2.0,0.0,56.0,28.5515,-81.3051
single_family,325000.0,1909.0,2.0,3.0,3.0,2.0,2.0,6.0,29.0422,-81.2863
condos,265000.0,1058.0,1.0,2.0,2.0,2.0,0.0,20.0,25.9921,-80.2712
single_family,249000.0,1653.0,1.0,2.0,2.0,2.0,2.0,40.0,29.9665,-83.6594
condos,320000.0,1032.0,1.0,2.0,2.0,2.0,0.0,39.0,26.1529,-81.7417
single_family,339900.0,2107.0,1.0,5.0,3.0,3.0,2.0,0.0,30.5761,-87.0663
single_family,269900.0,1447.0,1.0,3.0,2.0,2.0,0.0,31.0,30.4129,-87.3092
single_family,375000.0,1771.0,2.0,3.0,3.0,2.0,1.0,1.0,30.1655,-85.7116
condos,719000.0,1333.0,2.0,2.0,3.0,2.0,0.0,23.0,30.3571,-87.1639
single_family,400000.0,2086.0,2.0,3.0,3.0,2.0,2.0,9.0,30.0815,-81.5477
condos,230000.0,1170.0,1.0,1.0,2.0,1.0,1.0,22.0,26.4351,-81.8102
condos,590000.0,1200.0,1.0,2.0,2.0,2.0,0.0,44.0,26.2823,-81.7573
condos,248000.0,1700.0,2.0,3.0,3.0,3.0,0.0,44.0,26.3771,-81.7334
condos,965000.0,1099.0,4.0,2.0,2.0,2.0,0.0,31.0,24.5552,-81.7816
mobile,120000.0,720.0,1.0,2.0,2.0,2.0,0.0,55.0,26.1184,-81.7361
single_family,790000.0,1117.0,1.0,3.0,2.0,2.0,0.0,55.0,26.4564,-80.0793
single_family,989900.0,1603.0,1.0,3.0,2.0,2.0,2.0,39.0,26.3096,-80.0992
single_family,480000.0,2084.0,1.0,4.0,2.0,2.0,1.0,3.0,30.6902,-87.3852
condos,208000.0,828.0,2.0,2.0,2.0,1.0,0.0,50.0,26.3124,-80.1412
condos,500000.0,2878.0,1.0,3.0,3.0,2.0,2.0,19.0,26.4351,-81.8102
mobile,299900.0,1327.8,1.0,4.0,2.0,2.0,2.0,25.0,29.7325,-82.0279
single_family,350000.0,1740.0,1.0,3.0,3.0,2.0,2.0,26.0,30.1655,-85.7116
mobile,192500.0,1230.0,1.0,2.0,2.0,2.0,0.0,41.0,26.1529,-81.7417
single_family,1400000.0,1200.0,1.0,2.0,2.0,2.0,0.0,58.0,24.5552,-81.7816
condos,290000.0,1191.0,2.0,2.0,2.0,2.0,1.0,30.0,26.1529,-81.7417
single_family,365000.0,1830.0,1.0,4.0,2.0,2.0,2.0,4.0,28.391,-80.787
single_family,508000.0,2687.0,1.0,3.0,2.0,2.0,2.0,22.0,28.9341,-81.9599
single_family,360000.0,1450.0,1.0,3.0,2.0,2.0,2.0,7.0,30.4156,-84.187
single_family,2600000.0,3274.0,2.0,5.0,4.0,3.0,2.0,20.0,26.1042,-80.126
single_family,574000.0,1654.0,1.0,3.0,2.0,2.0,2.0,50.0,28.178,-80.602
single_family,425000.0,2380.0,1.0,4.0,3.0,2.0,2.0,36.0,26.6281,-82.0182
single_family,315000.0,1856.0,1.0,3.0,2.0,2.0,2.0,1.0,29.1056,-82.098
single_family,275000.0,1230.0,1.0,3.0,1.0,1.0,0.0,64.0,30.4206,-86.6286
single_family,320000.0,1970.0,1.0,3.0,2.0,2.0,0.0,96.0,29.9175,-81.3668
single_family,209900.0,1215.0,1.0,3.0,2.0,2.0,0.0,1.0,30.2108,-84.3205
single_family,289000.0,1255.0,1.0,3.0,2.0,2.0,2.0,32.0,30.3962,-87.0274
single_family,975000.0,2732.0,1.0,3.0,3.0,3.0,2.0,21.0,26.2665,-81.7146
single_family,500000.0,1804.0,1.0,3.0,2.0,2.0,2.0,12.0,27.2356,-80.2277
single_family,515000.0,2239.0,1.0,3.0,2.0,2.0,3.0,9.0,28.2397,-82.3279
townhomes,180000.0,1101.0,2.0,2.0,3.0,2.0,0.0,45.0,26.4527,-81.9501
townhomes,270000.0,1504.0,2.0,3.0,3.0,2.0,1.0,0.0,30.4507,-81.6626
single_family,4000000.0,3240.0,1.0,3.0,4.0,4.0,3.0,35.0,26.3626,-81.8183
condos,3060000.0,3299.0,1.0,3.0,4.0,3.0,2.0,19.0,26.007,-80.1219
mobile,275000.0,2338.0,1.0,4.0,3.0,3.0,0.0,7.0,30.7107,-85.5486
mobile,39999.0,852.8,1.0,2.0,1.0,1.0,0.0,36.0,28.1913,-82.7279
condos,203000.0,1024.0,2.0,2.0,2.0,2.0,0.0,47.0,26.4564,-80.1054
single_family,215000.0,1540.0,1.0,3.0,2.0,2.0,2.0,29.0,27.3215,-80.403
single_family,310000.0,1586.0,1.0,3.0,2.0,2.0,2.0,2.0,27.8643,-81.5719
single_family,255000.0,1751.0,1.0,3.0,2.0,2.0,2.0,57.0,26.693,-81.9125
single_family,162000.0,1172.0,1.0,2.0,2.0,2.0,0.0,55.0,26.9905,-82.0964
mobile,140000.0,1296.0,1.0,2.0,2.0,2.0,0.0,21.0,26.9668,-81.9545
single_family,490000.0,1100.0,1.0,3.0,2.0,2.0,0.0,25.0,30.3483,-81.4159
single_family,573000.0,2558.0,1.0,4.0,3.0,3.0,3.0,6.0,27.9694,-80.6473
condos,227000.0,1337.0,2.0,2.0,2.0,2.0,0.0,41.0,27.1656,-80.2916
condos,6400000.0,3581.0,1.0,4.0,6.0,5.0,2.0,25.0,25.6921,-80.1625
mobile,52500.0,1113.6,1.0,2.0,2.0,2.0,0.0,21.0,27.2002,-80.841
condos,295000.0,1106.0,1.0,2.0,2.0,2.0,0.0,40.0,26.1529,-81.7417
condos,275000.0,1369.0,1.0,3.0,2.0,2.0,2.0,19.0,26.5025,-81.9276
condos,500000.0,2183.0,1.0,3.0,2.0,2.0,1.0,31.0,26.3626,-81.8183
condos,825000.0,1707.0,1.0,2.0,2.0,2.0,1.0,40.0,25.7867,-80.18
single_family,320000.0,1856.0,2.0,3.0,2.0,2.0,1.0,43.0,27.9694,-80.6473
townhomes,245000.0,1496.0,2.0,3.0,3.0,2.0,1.0,7.0,30.2007,-85.8136
mobile,204000.0,1202.0,1.0,2.0,2.0,2.0,0.0,46.0,26.1184,-81.7361
mobile,19900.0,846.0,1.0,1.0,1.0,1.0,0.0,39.0,28.1913,-82.7279
single_family,464990.0,2127.0,1.0,4.0,3.0,3.0,3.0,1.0,26.6786,-82.0254
single_family,275000.0,1700.0,1.0,3.0,2.0,2.0,2.0,36.0,30.1653,-85.5763
single_family,1460000.0,2126.0,1.0,3.0,3.0,3.0,0.0,27.0,27.6972,-80.4416
mobile,113000.0,989.0,1.0,2.0,2.0,2.0,0.0,42.0,28.0452,-81.7325
mobile,77450.0,1744.0,1.0,2.0,1.0,1.0,0.0,54.0,27.4924,-81.4357
single_family,517500.0,2050.0,1.0,3.0,2.0,2.0,2.0,7.0,28.5525,-81.7574
condos,175000.0,1238.0,2.0,2.0,2.0,2.0,2.0,43.0,26.5681,-81.8736
condos,255000.0,1012.0,1.0,2.0,2.0,2.0,0.0,29.0,30.1223,-81.3627
single_family,240680.0,1498.0,1.0,4.0,2.0,2.0,2.0,3.0,26.6492,-81.6167
condos,1700000.0,2930.0,1.0,3.0,4.0,3.0,2.0,10.0,26.2823,-81.7573
single_family,310000.0,1252.0,1.0,3.0,2.0,2.0,1.0,62.0,28.2764,-80.6568
condos,172000.0,1183.0,1.0,2.0,2.0,2.0,0.0,23.0,30.4873,-87.1872
single_family,470000.0,1946.0,1.0,4.0,2.0,2.0,2.0,34.0,28.1385,-82.743
townhomes,390000.0,1785.0,2.0,3.0,3.0,2.0,2.0,35.0,27.6972,-80.4416
single_family,510000.0,1976.0,1.0,3.0,2.0,2.0,2.0,22.0,27.7901,-80.4784
single_family,320000.0,1844.0,1.0,3.0,2.0,2.0,2.0,26.0,28.9223,-82.39
townhomes,279000.0,1504.0,2.0,3.0,3.0,2.0,1.0,0.0,30.4507,-81.6626
condos,530000.0,1380.0,1.0,2.0,2.0,2.0,0.0,21.0,30.1655,-85.7116
condos,155000.0,1225.0,1.0,2.0,2.0,2.0,0.0,42.0,30.2214,-81.5571
single_family,248000.0,1232.0,1.0,3.0,2.0,2.0,2.0,25.0,30.2737,-82.1325
mobile,185000.0,1028.0,1.0,2.0,2.0,2.0,0.0,21.0,27.8679,-80.5416
condos,635000.0,1130.0,6.0,2.0,2.0,2.0,0.0,50.0,27.6898,-80.3757
